id|topics|author|date|text
21030|['Καρδιά']||24/04/2025| Μετά από χρόνους την καρδιά ξεκλείδωσα για σένα, και μην την 'φήσεις να χαθεί ποτέ σε χέρια ξένα 
20901|['Ερωτας', 'Καρδιά']||19/10/2024| Κι ο καρδιοχειρουργός Γιακούμπ να 'ρθει 'πο το Λονδίνο, και να μου πει να σ'αρνηθώ, να ζήσω... δεν σ'αφήνω 
20818|['Καρδιά']|Φραγκούλης Μιχάλης|03/08/2024| Είναι μια σπίθα που καρδιά μπορεί να την ζεστάνει, μα τη δική σου την καρδιά καμίνι δεν την φτάνει. 
20727|['Καρδιά']|Μηναδακη Κωσταντινα|24/05/2024| Ω την παντέρμη την καρδιά, όσα κι αν έχει πάθει, δεν πρόκειται ν'αφρουκαστεί ανθρώπου για να μάθει 
20713|['Καρδιά']||14/05/2024| Που να τη δώσω την καρδιά; ...πολλές μου τη ζητούνε, μα ποιά μπορεί να την κρατά τόσα κομμάτια που'ναι; 
20682|['Βάσανα', 'Καρδιά']|Γιώργος Μπιλανακης|29/04/2024| Τον μεγαλύτερο σταυρό τον κουβαλούν στις πλάτες, ανθρώποι που'χουν τσοι καρδιές μ'αισθήματα γεμάτες 
20669|['Καρδιά']|Μαλακούρα Βασιλεία|28/04/2024| Παλάτι κάνω την καρδιά για σένα γιασεμί μου, και ώστε να ζω άλλος κιανείς δεν θα μπει στην ζωή μου 
