id|topics|author|date|text
21041|['Πάσχα']|Βέρα Σουλτάτου Ξυλούρη|26/04/2025| Ας τα κεριά ν'ανάβουνε, τσ'ανθρώπους να περνούνε, κι έλα με την Ανάσταση, Χρόνια πολλά να πούμε 
21040|['Ερωτας', 'Πάσχα']||26/04/2025| Την ώρα της ανάστασης να 'ρθεις εδώ, μπροστά μου,, να σε φιλήσω σταυρωτά Ιούδα, έρωτά μου 
20696|['Πάσχα']|Μαρίνος Λουλουδάκης|05/05/2024| Χτυπήστε πόδια Κρητικοί να ακουστούν στον Άδη,, γιατί Θεού ανάσταση γιορτάζουμε το βράδυ 
20673|['Πάσχα']|Γιώργος Μπιλανακης|28/04/2024| Μην ξαναρθείς Χριστέ στη γη κι άδικο κάνεις κόπο,, πράμα δεν άλλαξε ποτέ στη σκέψη των ανθρώπω 
